id,serial,relate,sex,age,birth_pl,nchild,eldch,marst,fams
3280,6336460,3,1,6,US,0,99,Single,7
3281,6271420,3,2,8,US,0,99,Single,7
3282,6416634,1,2,35,Ireland,2,15,Divorced/widowed,3
3283,6389020,1,1,60,US,2,16,Married,4
3284,6279726,3,1,21,Germany,0,99,Single,9
3285,6308782,2,2,51,Germany,1,22,Married,3
3286,6241555,2,2,29,US,0,99,Married,2
3287,6290928,3,1,4,US,0,99,Single,5
3288,6465553,3,1,20,US,0,99,Single,10
3289,6475722,2,2,24,Ireland,1,0,Married,3
3290,6335245,3,2,11,US,0,99,Single,5
3291,6278218,2,2,26,US,1,0,Married,3
3292,6293032,12,1,30,US,0,99,Single,1
3293,6438408,13,1,22,Others,0,99,Single,1
3294,6263693,11,1,30,US,0,99,Married,1
3295,6252234,3,1,3,US,0,99,Single,8
3296,6314401,3,2,26,US,0,99,Single,6
3297,6310189,3,1,16,US,0,99,Single,6
3298,6355311,3,1,16,US,0,99,Single,3
3299,6291047,10,2,10,US,0,99,Single,6
3300,6413154,4,2,29,US,0,99,Single,4
3301,6330971,2,2,18,US,0,99,Married,2
3302,6400543,6,2,68,Others,1,32,Divorced/widowed,3
3303,6402274,3,1,21,Ireland,0,99,Single,5
3304,6448578,3,1,17,US,0,99,Single,6
3305,6395795,7,1,24,Ireland,0,99,Single,4
3306,6339711,2,2,32,Ireland,0,99,Married,2
3307,6458723,2,2,23,US,2,3,Married,4
3308,6367767,2,2,32,Ireland,8,17,Married,10
3309,6274803,3,1,15,Others,0,99,Single,8
3310,6304245,3,1,1,US,0,99,Single,5
3311,6452702,3,1,5,US,0,99,Single,7
3312,6368324,3,2,18,US,0,99,Single,4
3313,6455270,2,2,70,Ireland,1,30,Married,3
3314,6205764,12,1,34,Ireland,0,99,Single,1
3315,6360126,3,1,3,US,0,99,Single,5
3316,6461998,3,1,13,US,0,99,Single,4
3317,6391418,3,1,10,US,0,99,Single,9
3318,6382304,1,1,30,Ireland,2,5,Married,4
3319,6233140,1,2,37,US,6,20,Divorced/widowed,7
3320,6467419,3,1,12,US,0,99,Single,3
3321,6348862,1,1,53,Ireland,7,30,Married,10
3322,6276490,12,1,24,Germany,0,99,Single,1
3323,6441393,3,2,12,US,0,99,Single,6
3324,6406456,2,2,40,Ireland,4,20,Married,6
3325,6288978,2,2,32,US,0,99,Married,2
3326,6474386,3,1,1,US,0,99,Single,6
3327,6298974,1,1,28,US,1,0,Married,3
3328,6361057,1,2,67,Germany,2,31,Divorced/widowed,3
3329,6476877,3,1,10,US,0,99,Single,6
3330,6226875,2,2,24,US,0,99,Married,2
3331,6413881,3,1,10,US,0,99,Single,9
3332,6393326,12,1,17,US,0,99,Single,3
3333,6330577,1,1,29,Ireland,0,99,Married,2
3334,6340979,3,1,24,US,0,99,Single,6
3335,6222430,3,1,14,US,0,99,Single,9
3336,6454427,3,2,13,US,0,99,Single,13
3337,6221689,1,1,36,Italy,2,11,Married,6
3338,6374221,3,1,5,US,0,99,Single,5
3339,6413004,10,1,8,US,0,99,Single,3
3340,6462508,3,1,20,US,0,99,Single,4
3341,6397319,2,2,40,US,1,21,Married,3
3342,6213160,12,1,30,US,0,99,Single,1
3343,6429775,3,2,18,Ireland,0,99,Single,8
3344,6334749,3,1,13,US,0,99,Single,3
3345,6476119,1,1,49,Germany,5,20,Married,7
3346,6257029,3,1,16,US,0,99,Single,4
3347,6304174,1,1,45,Others,2,25,Married,6
3348,6439945,1,2,5,US,0,99,Single,1
3349,6356193,3,1,7,US,0,99,Single,5
3350,6278069,3,2,2,UK,0,99,Single,5
3351,6256902,1,1,30,US,2,12,Married,4
3352,6326146,3,1,14,US,0,99,Single,11
3353,6289943,2,2,25,Ireland,2,1,Married,4
3354,6392688,3,2,11,US,0,99,Single,10
3355,6243504,1,1,40,US,1,15,Married,3
3356,6394349,3,2,9,US,0,99,Single,12
3357,6329174,2,2,55,Ireland,3,27,Married,5
3358,6423631,3,2,16,Ireland,0,99,Single,12
3359,6271318,12,1,25,US,0,99,Married,1
3360,6257989,2,2,23,US,1,1,Married,3
3361,6363619,10,1,15,US,0,99,Single,6
3362,6463103,2,2,39,US,1,11,Married,3
3363,6433440,7,2,23,Ireland,0,99,Single,5
3364,6455476,1,1,32,US,3,5,Married,5
3365,6387404,2,2,36,Ireland,6,13,Married,8
3366,6199002,2,2,40,US,2,17,Married,4
3367,6469946,3,1,14,US,0,99,Single,8
3368,6474127,3,2,25,UK,0,99,Single,12
3369,6380652,3,1,2,US,0,99,Single,3
3370,6457299,13,2,51,Ireland,0,99,Married,1
3371,6434755,2,2,42,US,9,26,Married,13
3372,6247740,3,2,9,US,0,99,Single,6
3373,6228286,3,2,6,US,0,99,Single,11
3374,6390620,1,1,23,Ireland,0,99,Married,2
3375,6388890,2,2,38,US,0,99,Married,2
3376,6397039,12,2,29,US,0,99,Single,1
3377,6233047,3,2,7,US,0,99,Single,6
3378,6291693,1,1,41,US,0,99,Married,2
3379,6411150,1,1,53,Others,1,21,Married,3
3380,6256920,1,2,41,Others,3,18,Divorced/widowed,5
3381,6215244,3,1,4,US,0,99,Single,6
3382,6384928,2,2,35,US,0,99,Married,2
3383,6236173,3,1,2,US,0,99,Single,7
3384,6261104,10,2,8,US,0,99,Single,4
3385,6278621,3,2,2,Others,0,99,Single,3
3386,6326797,5,2,59,Others,1,25,Divorced/widowed,3
3387,6379685,2,2,30,Ireland,0,99,Married,2
3388,6233231,3,1,23,US,0,99,Single,3
3389,6460076,1,1,33,Ireland,4,9,Married,6
3390,6264160,3,1,23,US,0,99,Single,4
3391,6298133,3,1,8,US,0,99,Single,5
3392,6259128,2,2,32,Germany,1,11,Married,4
3393,6336442,3,2,17,Germany,0,99,Single,7
3394,6365998,3,2,14,US,0,99,Single,10
3395,6263492,12,2,32,US,0,99,Married,2
3396,6389111,3,2,17,US,0,99,Single,5
3397,6279289,1,1,46,Germany,9,18,Married,11
3398,6452917,3,1,4,US,0,99,Single,5
3399,6403105,3,1,19,US,0,99,Single,7
3400,6390781,7,2,4,US,0,99,Single,8
3401,6269750,12,2,35,US,0,99,Married,1
3402,6216618,3,2,0,US,0,99,Single,4
3403,6459255,3,1,11,US,0,99,Single,8
3404,6387435,3,1,25,US,2,2,Married,8
3405,6276315,3,2,6,US,0,99,Single,5
3406,6467449,3,2,7,US,0,99,Single,8
3407,6338558,12,2,45,Ireland,0,99,Single,1
3408,6262637,1,1,28,US,0,99,Married,3
3409,6205427,12,1,50,US,0,99,Single,1
3410,6355681,3,2,10,US,0,99,Single,7
3411,6378777,3,2,19,US,0,99,Single,7
3412,6382897,2,2,54,US,2,29,Married,4
3413,6423511,2,2,30,Germany,0,99,Married,4
3414,6454904,12,1,45,US,0,99,Single,1
3415,6249146,3,1,14,US,0,99,Single,7
3416,6472499,1,1,27,Others,2,5,Married,4
3417,6476745,10,2,26,US,0,99,Single,7
3418,6416956,3,2,4,US,0,99,Single,4
3419,6378029,3,1,6,US,0,99,Single,8
3420,6345770,3,2,22,US,0,99,Single,9
3421,6326136,2,2,60,Germany,5,26,Married,7
3422,6429643,2,2,49,Ireland,4,37,Married,7
3423,6242292,10,2,34,US,1,13,Divorced/widowed,3
3424,6451879,3,1,1,US,0,99,Single,4
3425,6372705,1,1,26,Germany,2,3,Married,4
3426,6203217,2,2,33,Germany,0,99,Married,2
3427,6300041,3,2,7,US,0,99,Single,7
3428,6264245,2,2,53,Others,2,15,Married,4
3429,6302462,3,2,10,Germany,0,99,Single,7
3430,6316434,1,1,35,US,1,3,Married,6
3431,6213896,2,2,42,Germany,1,16,Married,3
3432,6399555,5,2,55,Ireland,2,22,Divorced/widowed,3
3433,6240730,2,2,31,UK,2,2,Married,4
3434,6254786,2,2,23,US,2,2,Married,4
3435,6211425,3,1,28,US,0,99,Single,6
3436,6376254,1,1,28,UK,2,2,Married,4
3437,6253523,3,2,19,Germany,0,99,Single,4
3438,6278446,2,2,32,Germany,3,9,Married,5
3439,6278901,1,1,49,Germany,0,99,Married,2
3440,6271040,12,1,20,Germany,0,99,Single,1
3441,6209759,3,1,21,US,0,99,Single,8
3442,6430505,2,2,49,US,3,34,Married,7
3443,6362603,1,1,27,Others,1,2,Married,4
3444,6218559,1,1,47,Ireland,6,12,Married,8
3445,6316415,1,1,47,US,3,12,Married,5
3446,6251189,3,2,18,US,0,99,Single,9
3447,6373343,1,1,37,Ireland,8,15,Married,10
3448,6338305,1,1,55,UK,1,26,Married,9
3449,6344099,3,1,5,US,0,99,Single,7
3450,6430169,3,1,18,UK,0,99,Single,3
3451,6304725,3,1,11,US,0,99,Single,5
3452,6220823,7,2,19,US,0,99,Single,5
3453,6358362,12,2,24,US,0,99,Single,1
3454,6316372,7,2,36,Others,0,99,Single,7
3455,6404968,3,2,18,Ireland,0,99,Single,4
3456,6248448,3,1,27,US,0,99,Single,2
3457,6207268,3,2,16,US,0,99,Single,7
3458,6400669,8,1,25,US,0,99,Single,7
3459,6371401,3,2,10,US,0,99,Single,11
3460,6217663,2,2,40,Germany,1,9,Married,3
3461,6344127,12,1,27,Italy,0,99,Single,1
3462,6286206,1,1,50,Ireland,2,18,Married,4
3463,6301304,3,2,5,US,0,99,Single,4
3464,6208225,1,2,62,Germany,1,19,Divorced/widowed,2
3465,6340677,12,1,30,US,0,99,Single,1
3466,6355877,3,1,10,US,0,99,Single,6
3467,6267113,2,2,32,US,2,17,Married,4
3468,6265782,3,2,0,US,0,99,Single,6
3469,6363259,3,2,22,US,0,99,Single,5
3470,6363444,2,2,24,Others,0,99,Married,2
3471,6415569,3,2,2,US,0,99,Single,6
3472,6290177,3,2,7,US,0,99,Single,4
3473,6430558,2,2,57,Ireland,4,28,Married,6
3474,6449959,3,1,13,Germany,0,99,Single,6
3475,6329706,3,1,5,US,0,99,Single,4
3476,6286235,3,2,2,US,0,99,Single,5
3477,6474541,2,2,44,Ireland,5,15,Married,7
3478,6347841,3,1,21,US,0,99,Single,6
3479,6333335,3,1,16,US,0,99,Single,4
3480,6284234,1,1,45,Germany,3,15,Married,5
3481,6446857,3,2,11,US,0,99,Single,4
3482,6237674,5,2,45,US,2,23,Divorced/widowed,3
3483,6285411,3,1,12,US,0,99,Single,5
3484,6393437,3,1,3,US,0,99,Single,5
3485,6452466,3,1,22,Ireland,0,99,Single,8
3486,6473621,3,2,24,US,0,99,Single,4
3487,6281896,1,2,20,US,0,99,Single,1
3488,6268793,3,1,30,US,0,99,Single,2
3489,6244147,3,1,18,US,0,99,Single,6
3490,6403711,1,2,47,Germany,4,24,Divorced/widowed,5
3491,6242271,1,1,46,Ireland,6,19,Married,9
3492,6470079,1,1,50,Ireland,3,15,Married,5
3493,6349833,3,2,19,US,0,99,Single,9
3494,6461248,1,1,30,US,0,99,Married,2
3495,6251659,3,2,5,US,0,99,Single,10
3496,6381084,1,2,60,Ireland,0,99,Single,1
3497,6475068,1,1,62,UK,0,99,Married,2
3498,6311454,12,1,21,US,0,99,Single,1
3499,6452559,1,2,36,UK,1,13,Divorced/widowed,3
3500,6447247,1,1,32,US,1,9,Married,3
3501,6250043,3,1,0,US,0,99,Single,4
3502,6321965,1,2,54,Germany,2,20,Divorced/widowed,3
3503,6443878,8,2,40,Ireland,0,99,Divorced/widowed,8
3504,6338330,2,2,40,Ireland,2,14,Married,4
3505,6274258,1,1,36,Others,5,8,Married,7
3506,6378367,2,2,34,Ireland,5,15,Married,7
3507,6274176,3,2,16,US,0,99,Single,11
3508,6373224,1,1,55,US,6,27,Married,8
3509,6300475,3,2,7,US,0,99,Single,3
3510,6361185,2,2,28,US,4,6,Married,6
3511,6242965,3,2,6,Italy,0,99,Single,6
3512,6434940,12,2,40,Ireland,0,99,Single,1
3513,6249333,3,1,12,US,0,99,Single,6
3514,6283906,3,1,13,US,0,99,Single,7
3515,6371906,2,2,30,Germany,3,6,Married,5
3516,6233826,2,2,35,Ireland,4,15,Married,6
3517,6254404,3,2,12,US,0,99,Single,4
3518,6423290,1,2,55,Germany,2,29,Divorced/widowed,3
3519,6477248,3,2,10,US,0,99,Single,9
3520,6403215,2,2,27,Ireland,3,3,Married,5
3521,6257502,2,2,19,Germany,0,99,Married,2
3522,6385187,3,1,21,US,0,99,Single,3
3523,6293897,1,1,60,Ireland,0,99,Married,2
3524,6320043,1,1,60,Germany,4,20,Married,6
3525,6390625,12,2,3,US,0,99,Single,1
3526,6429254,1,1,56,US,2,28,Married,6
3527,6415485,3,2,4,US,0,99,Single,9
3528,6391774,3,1,5,US,0,99,Single,9
3529,6399300,1,1,55,US,0,99,Married,2
3530,6462841,3,2,13,US,0,99,Single,8
3531,6414112,1,1,27,Ireland,1,0,Married,3
3532,6247218,3,1,21,Italy,0,99,Single,5
3533,6253552,3,2,25,Germany,0,99,Divorced/widowed,4
3534,6257453,1,1,34,UK,3,8,Married,5
3535,6242057,10,2,58,Ireland,0,99,Divorced/widowed,9
3536,6244316,2,2,31,Ireland,5,11,Married,7
3537,6366559,2,2,22,US,1,0,Married,3
3538,6255363,3,2,5,US,0,99,Single,5
3539,6406183,13,2,46,US,0,99,Single,1
3540,6352945,1,1,42,Germany,6,16,Married,8
3541,6397258,3,2,21,US,1,1,Married,10
3542,6329372,2,2,29,Germany,1,1,Married,3
3543,6222920,1,2,53,Ireland,4,19,Divorced/widowed,5
3544,6281766,3,1,8,US,0,99,Single,6
3545,6214347,3,2,31,US,2,8,Married,9
3546,6214560,3,2,21,US,0,99,Single,5
3547,6425043,3,1,18,US,0,99,Single,4
3548,6367967,3,1,15,US,0,99,Single,9
3549,6435788,3,2,10,US,0,99,Single,3
3550,6474722,1,1,34,Germany,3,6,Married,5
3551,6322456,12,2,30,US,0,99,Single,1
3552,6361243,2,2,42,Others,3,19,Married,5
3553,6466050,1,1,35,US,3,9,Married,5
3554,6375177,1,1,47,US,3,23,Married,5
3555,6470524,1,1,54,Germany,5,16,Married,7
3556,6407336,12,2,30,US,0,99,Single,1
3557,6399436,3,1,0,US,0,99,Single,3
3558,6350731,3,1,10,US,0,99,Single,8
3559,6219722,3,1,0,US,0,99,Single,3
3560,6304729,3,2,8,US,0,99,Single,9
3561,6349881,3,2,18,US,0,99,Single,4
3562,6267221,10,2,13,US,0,99,Single,8
3563,6263697,12,1,45,US,0,99,Married,2
3564,6240810,3,1,3,US,0,99,Single,9
3565,6360830,3,1,4,US,0,99,Single,5
3566,6399242,3,1,12,US,0,99,Single,6
3567,6220367,1,1,20,US,0,99,Married,2
3568,6462206,3,1,9,US,0,99,Single,6
3569,6369135,3,2,0,US,0,99,Single,11
3570,6247586,12,1,35,Germany,0,99,Single,1
3571,6224522,2,2,43,Ireland,7,22,Married,9
3572,6379207,12,2,22,Ireland,0,99,Single,1
3573,6400515,1,2,65,Ireland,2,40,Divorced/widowed,3
3574,6316087,12,2,18,US,0,99,Single,1
3575,6367640,7,2,31,US,0,99,Single,5
3576,6264179,3,2,12,US,0,99,Single,4
3577,6317201,10,2,24,US,0,99,Divorced/widowed,9
3578,6248688,2,2,31,Ireland,5,18,Married,7
3579,6250519,3,2,3,US,0,99,Single,4
3580,6240097,12,2,60,Ireland,0,99,Divorced/widowed,1
3581,6432404,12,2,40,UK,0,99,Single,1
3582,6305247,2,2,40,Others,2,8,Married,4
3583,6322684,2,2,51,Others,3,24,Married,5
3584,6397294,2,2,35,US,3,12,Married,6
3585,6267442,1,1,44,US,2,10,Married,4
3586,6252968,1,1,41,Ireland,0,99,Married,2
3587,6383580,1,1,50,Ireland,3,19,Divorced/widowed,4
3588,6330150,2,2,27,US,2,4,Married,4
3589,6225139,13,2,14,US,0,99,Single,1
3590,6393961,3,1,17,US,0,99,Single,8
3591,6443819,12,1,34,Germany,0,99,Single,1
3592,6353882,3,2,7,US,0,99,Single,10
3593,6380557,3,2,4,US,0,99,Single,7
3594,6206521,2,2,45,Ireland,1,18,Married,3
3595,6317447,3,1,31,US,1,0,Married,12
3596,6298059,1,1,42,US,5,23,Married,7
3597,6461042,3,1,12,US,0,99,Single,9
3598,6375781,3,2,9,US,0,99,Single,3
3599,6326725,3,2,7,US,0,99,Single,7
3600,6440702,2,2,27,Others,2,4,Married,4
3601,6226988,11,2,25,US,3,5,Married,5
3602,6237803,10,1,16,Ireland,0,99,Single,6
3603,6385392,3,1,27,Germany,0,99,Single,4
3604,6289690,1,1,38,UK,1,4,Married,3
3605,6245816,3,2,0,US,0,99,Single,4
3606,6315640,1,1,31,Others,1,6,Married,3
3607,6329462,3,1,6,US,0,99,Single,7
3608,6393421,8,1,40,Ireland,0,99,Married,7
3609,6274484,12,2,20,Others,0,99,Single,1
3610,6260167,3,1,14,Others,0,99,Single,5
3611,6436531,3,2,5,US,0,99,Single,9
3612,6225855,12,1,35,US,0,99,Single,1
3613,6269227,1,2,70,Ireland,0,99,Divorced/widowed,1
3614,6367840,3,2,19,US,0,99,Single,4
3615,6264312,2,2,46,Germany,0,99,Married,2
3616,6475718,2,2,40,Ireland,2,21,Married,4
3617,6210928,3,1,38,Ireland,0,99,Divorced/widowed,5
3618,6214132,1,1,26,US,2,2,Married,4
3619,6303612,2,2,40,US,3,10,Married,5
3620,6373433,2,2,37,Germany,7,14,Married,9
3621,6470681,1,1,29,Ireland,4,6,Married,6
3622,6304362,5,1,78,Others,1,28,Divorced/widowed,5
3623,6395003,2,2,24,Ireland,5,14,Married,7
3624,6371570,3,2,38,Others,0,99,Single,8
3625,6230874,3,1,29,US,0,99,Single,2
3626,6241165,1,1,29,US,2,5,Married,4
3627,6410289,3,1,26,US,0,99,Single,8
3628,6455859,3,2,11,Ireland,0,99,Single,5
3629,6386943,2,1,29,US,0,99,Married,4
3630,6230160,3,1,12,US,0,99,Single,9
3631,6411529,4,2,30,US,1,0,Married,9
3632,6336049,1,1,48,Ireland,3,19,Married,5
3633,6371319,3,2,5,US,0,99,Single,6
3634,6352316,3,1,11,US,0,99,Single,4
3635,6437933,8,2,23,US,0,99,Single,9
3636,6283950,1,2,35,Germany,2,14,Divorced/widowed,3
3637,6463854,13,2,49,US,0,99,Divorced/widowed,1
3638,6306849,3,1,0,US,0,99,Single,9
3639,6257544,3,2,4,Others,0,99,Single,9
3640,6224027,3,1,12,Germany,0,99,Single,6
3641,6351421,3,2,15,US,0,99,Single,4
3642,6332615,12,1,50,Germany,0,99,Single,1
3643,6455447,1,1,63,Germany,4,30,Married,10
3644,6341802,1,2,66,Ireland,0,99,Divorced/widowed,2
3645,6427000,3,2,11,US,0,99,Single,17
3646,6435542,3,1,10,Others,0,99,Single,8
3647,6248187,12,1,45,Others,0,99,Single,1
3648,6397158,1,1,58,US,2,28,Married,4
3649,6465775,2,2,35,Germany,1,0,Married,3
3650,6366995,3,1,23,US,0,99,Single,7
3651,6266812,12,1,35,US,0,99,Divorced/widowed,1
3652,6286856,3,1,14,US,0,99,Single,6
3653,6336658,3,2,9,US,0,99,Single,8
3654,6251797,3,2,16,US,0,99,Single,6
3655,6211643,2,2,35,Germany,1,0,Married,3
3656,6345606,3,2,10,US,0,99,Single,8
3657,6310781,1,2,60,US,0,99,Divorced/widowed,1
3658,6294831,7,1,27,UK,0,99,Single,6
3659,6433030,2,2,35,Germany,2,11,Married,5
3660,6246340,3,2,4,US,0,99,Single,4
3661,6215661,3,1,21,Others,0,99,Single,6
3662,6325225,7,2,20,Germany,0,99,Single,6
3663,6472061,3,2,11,US,0,99,Single,8
3664,6229141,12,1,20,US,0,99,Single,1
3665,6221003,3,1,19,US,0,99,Single,4
3666,6421110,13,1,63,UK,0,99,Divorced/widowed,1
3667,6200515,12,1,10,Ireland,0,99,Single,1
3668,6417487,3,2,15,US,0,99,Single,5
3669,6467807,3,2,22,Ireland,0,99,Single,14
3670,6414028,3,1,21,US,0,99,Single,3
3671,6434322,8,1,33,UK,0,99,Single,6
3672,6246525,7,1,18,Ireland,0,99,Single,7
3673,6283167,1,1,45,Germany,7,13,Married,9
3674,6343817,2,2,41,Germany,4,16,Married,6
3675,6258839,3,1,14,US,0,99,Single,10
3676,6392008,3,2,13,US,0,99,Single,5
3677,6445180,1,1,29,Ireland,2,4,Married,4
3678,6330438,3,1,17,US,0,99,Single,9
3679,6449318,3,1,11,Germany,0,99,Single,6
3680,6223062,3,2,11,Others,0,99,Single,4
3681,6461002,3,1,22,US,0,99,Single,7
3682,6412659,1,1,23,US,0,99,Married,2
3683,6340869,1,1,68,US,0,99,Married,2
3684,6318959,1,1,34,Germany,2,10,Married,4
3685,6306829,3,1,19,US,0,99,Single,3
3686,6474188,3,2,5,Germany,0,99,Single,5
3687,6415232,3,1,4,US,0,99,Single,6
3688,6351533,12,1,28,Ireland,0,99,Married,1
3689,6364669,2,2,40,Ireland,4,15,Married,6
3690,6226732,3,1,16,US,0,99,Single,6
3691,6300399,12,1,58,Germany,0,99,Married,1
3692,6397782,7,2,28,US,0,99,Single,9
3693,6458846,3,1,21,Germany,0,99,Single,7
3694,6246114,3,2,19,US,0,99,Single,9
3695,6413830,3,1,2,US,0,99,Single,8
3696,6240561,2,2,40,Ireland,0,99,Married,4
3697,6432588,3,2,6,US,0,99,Single,6
3698,6463361,1,1,38,UK,8,18,Married,10
3699,6214173,3,1,5,US,0,99,Single,6
3700,6471912,3,1,32,US,0,99,Single,2
3701,6391863,3,1,25,Ireland,0,99,Single,6
3702,6202554,3,1,9,US,0,99,Single,9
3703,6391146,2,2,38,Ireland,0,99,Married,3
3704,6424640,1,1,42,Germany,6,19,Married,8
3705,6345296,1,1,52,Germany,0,99,Married,2
3706,6343162,3,2,4,US,0,99,Single,5
3707,6385742,3,2,1,US,0,99,Single,4
3708,6360879,3,1,4,US,0,99,Single,3
3709,6424693,1,1,73,Germany,0,99,Married,2
3710,6220487,3,2,10,US,0,99,Single,8
3711,6426342,3,2,19,US,0,99,Single,7
3712,6363425,8,1,25,Ireland,0,99,Single,9
3713,6246608,1,1,32,Ireland,4,5,Married,8
3714,6470523,2,2,45,Germany,0,99,Married,2
3715,6451310,3,2,20,US,0,99,Single,6
3716,6329913,1,2,38,US,3,19,Divorced/widowed,4
3717,6256990,3,2,1,US,0,99,Single,8
3718,6232661,1,1,45,Ireland,7,23,Married,9
3719,6236791,1,1,48,Ireland,3,15,Married,5
3720,6248733,1,1,35,Others,0,99,Married,2
3721,6462636,1,2,69,US,1,27,Divorced/widowed,2
3722,6429603,9,2,2,US,0,99,Single,11
3723,6394487,3,2,25,US,0,99,Single,7
3724,6221392,3,1,9,US,0,99,Single,7
3725,6407657,12,1,18,US,0,99,Single,1
3726,6376367,3,1,3,US,0,99,Single,5
3727,6330707,3,1,26,US,0,99,Single,4
3728,6435151,3,2,8,US,0,99,Single,9
3729,6336089,6,1,40,US,1,30,Married,4
3730,6284777,3,1,6,US,0,99,Single,6
3731,6261119,3,1,4,Italy,0,99,Single,4
3732,6389911,3,2,22,US,0,99,Single,6
3733,6302210,8,1,30,US,0,99,Single,9
3734,6255535,1,1,48,Others,0,99,Single,1
3735,6413514,2,2,61,Ireland,3,43,Married,8
3736,6442298,1,2,28,Ireland,0,99,Single,4
3737,6275011,3,2,11,Others,0,99,Single,8
3738,6218487,3,1,6,US,0,99,Single,9
3739,6255051,2,2,27,Germany,2,3,Married,4
3740,6396361,1,1,60,Ireland,0,99,Divorced/widowed,1
3741,6204880,4,2,25,Others,4,5,Married,7
3742,6308082,2,2,30,Germany,3,7,Married,5
3743,6272878,3,2,9,Others,0,99,Single,5
3744,6437832,1,1,34,UK,2,6,Married,5
3745,6376240,10,2,80,Ireland,0,99,Single,5
3746,6303261,3,2,19,US,0,99,Single,6
3747,6427572,7,1,40,Germany,0,99,Single,6
3748,6299649,1,1,58,US,2,18,Divorced/widowed,3
3749,6465950,1,1,28,Others,1,0,Married,3
3750,6305422,3,1,17,US,0,99,Single,6
3751,6446740,3,2,7,US,0,99,Single,7
3752,6212283,9,1,0,US,0,99,Single,6
3753,6275361,1,2,35,US,3,22,Divorced/widowed,4
3754,6358399,1,1,65,UK,0,99,Single,1
3755,6305869,1,1,46,Germany,5,18,Married,7
3756,6402065,3,1,3,Germany,0,99,Single,5
3757,6375801,3,2,7,US,0,99,Single,11
3758,6274692,3,1,1,UK,0,99,Single,6
3759,6455294,2,2,23,Ireland,0,99,Married,3
3760,6412693,3,1,21,US,0,99,Single,7
3761,6429539,7,1,45,Ireland,0,99,Single,9
3762,6235624,2,2,50,Ireland,1,21,Married,3
3763,6296280,1,2,21,Germany,2,3,Married,3
3764,6320971,3,1,0,US,0,99,Single,5
3765,6366572,3,1,24,US,0,99,Single,7
3766,6213161,12,1,45,US,0,99,Single,1
3767,6451034,3,2,8,US,0,99,Single,5
3768,6383472,2,2,22,US,1,0,Married,4
3769,6413338,2,2,28,US,2,5,Married,5
3770,6439962,1,1,2,US,0,99,Single,1
3771,6255573,3,2,0,US,0,99,Single,4
3772,6230064,3,2,6,US,0,99,Single,10
3773,6429722,3,2,30,US,0,99,Single,5
3774,6466774,3,1,17,US,0,99,Single,3
3775,6322380,5,2,66,Germany,1,56,Divorced/widowed,9
3776,6407742,12,1,15,US,0,99,Single,1
3777,6435498,3,1,11,US,0,99,Single,10
3778,6274203,3,2,18,US,0,99,Single,5
3779,6472889,1,1,30,US,1,11,Married,3
3780,6475898,13,2,12,US,0,99,Single,1
3781,6250194,2,2,24,Germany,0,99,Married,2
3782,6398462,3,1,9,US,0,99,Single,8
3783,6315425,3,2,14,US,0,99,Single,5
3784,6267696,3,1,5,US,0,99,Single,12
3785,6392344,3,1,4,US,0,99,Single,9
3786,6210278,1,2,38,US,2,22,Married,5
3787,6401000,3,2,0,US,0,99,Single,6
3788,6218224,1,1,30,Ireland,2,3,Married,4
3789,6232722,12,1,42,Others,0,99,Single,1
3790,6242855,1,1,44,Germany,5,17,Married,7
3791,6296642,1,1,29,Germany,2,2,Married,4
3792,6311536,3,1,4,US,0,99,Single,5
3793,6341615,3,1,1,US,0,99,Single,7
3794,6272973,1,1,66,UK,4,26,Married,7
3795,6349165,3,1,34,Ireland,0,99,Single,3
3796,6284662,1,1,33,Germany,4,6,Married,6
3797,6315427,3,2,5,US,0,99,Single,9
3798,6427638,3,2,9,US,0,99,Single,4
3799,6330766,2,2,50,Ireland,2,24,Married,4
3800,6356098,2,2,33,Germany,1,9,Married,3
3801,6385357,6,2,67,Germany,2,30,Divorced/widowed,12
3802,6267156,3,2,25,US,2,8,Married,5
3803,6378563,3,1,18,US,0,99,Single,7
3804,6445035,3,1,13,US,0,99,Single,8
3805,6423293,10,2,23,Germany,0,99,Single,8
3806,6335307,2,2,23,US,3,5,Married,5
3807,6427548,1,1,35,US,1,1,Married,4
3808,6371317,1,1,35,Ireland,2,2,Married,4
3809,6332736,3,1,16,US,0,99,Single,7
3810,6405360,13,1,7,US,0,99,Single,1
3811,6474882,1,1,30,US,2,3,Married,4
3812,6381387,2,2,19,US,0,99,Married,2
3813,6465376,3,2,24,US,0,99,Single,6
3814,6293880,7,1,25,US,0,99,Single,5
3815,6342489,2,2,40,UK,3,22,Married,5
3816,6385047,1,1,36,Germany,2,4,Married,4
3817,6252273,3,1,26,US,0,99,Single,4
3818,6342005,3,1,8,US,0,99,Single,7
3819,6306402,1,2,31,US,0,99,Divorced/widowed,1
3820,6437187,2,2,29,Others,3,7,Married,5
3821,6429330,3,2,24,US,0,99,Single,7
3822,6305814,2,2,46,Germany,2,19,Married,4
3823,6239074,1,1,19,Ireland,0,99,Single,4
3824,6430882,13,2,25,Ireland,0,99,Single,1
3825,6371211,3,1,0,US,0,99,Single,5
3826,6261555,1,1,42,Others,0,99,Married,2
3827,6410185,12,2,35,Ireland,0,99,Single,1
3828,6441695,2,2,22,US,0,99,Married,2
3829,6204474,12,2,45,US,0,99,Divorced/widowed,1
3830,6365034,3,1,4,US,0,99,Single,4
